drugbank_id,cas,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
DB02418,24347-58-8,-0.59,-0.38,6.03e+02 g/l,14.22,-3
DB02420,,-1.9,-2,7.70e-01 g/l,2.52,9.47
DB02421,,-1.4,-5,1.50e+01 g/l,1.73,-3.6
DB02422,,-2.6,-3.6,3.69e+02 g/l,12.34,-3
DB02424,30562-34-6,2.54,2.15,6.34e-03 g/l,12.77,-3.3
DB02426,33286-30-5,-0.38,-1.5,2.17e+00 g/l,-2.3,-0.69
DB02427,,2.68,2.56,2.13e-01 g/l,18.54,7.4
DB02428,93-10-7,1.44,1.01,7.60e-01 g/l,1.07,4.89
DB02429,,1.88,1.52,3.35e-02 g/l,9.95,-1.3
DB02430,4484-88-2,-2.4,-4.8,4.06e+01 g/l,1.22,-3.6
DB02431,65-47-4,-0.34,-4.3,1.12e+01 g/l,0.91,-0.54
DB02433,,-1.9,-7,1.78e+01 g/l,-0.8,5.55
DB02434,06-11-4653,2.5,2.41,3.80e-01 g/l,4.94,-8
DB02437,,-2.7,-3,2.63e+01 g/l,4.13,9.83
DB02438,,-1.9,-2.6,5.07e+02 g/l,12.48,-3
DB02441,,0.5,0.015,4.70e-01 g/l,7.42,0.046
DB02442,,-3.2,-4.8,2.15e+02 g/l,1.15,7.54
DB02443,,-0.74,-3.7,1.03e-01 g/l,1.02,8.74
DB02445,,-2.7,-5,2.55e+01 g/l,1.49,8.61
DB02446,1955-67-5,-3,-4,5.50e+01 g/l,1.93,9.46
DB02447,,-2.3,-3.3,2.62e+02 g/l,7.31,-3
DB02449,,3.42,4.43,1.14e-03 g/l,2.67,3.69
DB02450,,2.38,3.47,1.56e-01 g/l,3.62,-4.7
DB02451,69984-73-2,1.72,1.26,8.64e+00 g/l,12.21,-3
DB02452,365-08-2,-0.09,-2.1,7.78e+00 g/l,0.9,-3.2
DB02454,,-2.9,-4.6,3.25e+00 g/l,0.83,4.93
DB02455,,3.83,3.39,3.57e-03 g/l,3.46,-1.8
DB02456,08-11-7075,-2,-2.9,1.63e+01 g/l,1.15,4.19
DB02458,26289-39-4,-1.3,-3.3,3.19e-02 g/l,1.6,9.31
DB02459,16060-65-4,-0.34,-1,9.20e-01 g/l,4.02,10.26
DB02460,23599-55-5,1.19,0.65,1.43e-02 g/l,3.39,8.71
DB02461,,-2.3,-3.2,2.76e+01 g/l,1.49,9.2
DB02463,,0.79,1.77,2.25e-02 g/l,9.64,11.23
DB02466,110368-35-9,5.84,6.17,1.12e-04 g/l,4.11,-7.3
DB02467,,-2.4,-4.6,5.40e+01 g/l,1.74,9.11
DB02469,,-2.1,-2,7.22e+02 g/l,11.32,8.56
DB02470,,-2.3,-3.7,3.46e+01 g/l,1.49,-3.5
DB02471,,-2.1,-3.2,4.78e+01 g/l,12.05,-1.9
DB02472,,-2.2,-2.9,1.35e+01 g/l,11.6,1.51
DB02473,,3.79,3.54,4.23e-03 g/l,11.76,11.11
DB02474,,-1.5,-2.3,2.74e+01 g/l,11.48,-1.4
DB02475,,-1.4,-3.2,1.38e+00 g/l,3.51,12.23
DB02477,164931-25-3,3.59,2.39,2.99e-03 g/l,12.2,10.2
DB02479,,2.71,2.32,4.11e-02 g/l,9.95,-0.91
DB02480,,0.01,-0.5,1.01e+01 g/l,1.78,-3.2
DB02481,6343-54-0,1.08,0.87,3.97e+00 g/l,16.11,-0.96
DB02482,,-1.9,-2.7,2.35e+01 g/l,1.21,9.47
DB02483,,-0.92,-10,2.17e+00 g/l,1.86,4.68
DB02484,,-1.6,-4.5,1.22e+01 g/l,1.82,4.34
DB02485,,-2.7,-5.9,3.63e+01 g/l,1.48,-0.77
DB02486,1892-29-1,-0.03,-0.54,3.65e+01 g/l,15.14,-2.6
DB02488,,-0.5,-0.54,4.87e+00 g/l,10.08,7.36
DB02489,5502-78-3,-0.94,-0.92,5.82e+00 g/l,10.17,0.63
DB02490,,-3.8,-3.2,4.12e+02 g/l,4.74,6.76
DB02491,,4.45,4.64,6.03e-03 g/l,13.61,9.88
DB02492,,-1.9,-3.9,8.94e+01 g/l,13.14,6.98
DB02493,,-2,-1.6,1.28e+01 g/l,0.41,-2.5
DB02494,20312-36-1,0.84,1.18,9.80e+00 g/l,4.02,-3.8
DB02495,,1.44,1.15,7.75e-01 g/l,9.43,0.8
DB02496,190079-18-6,-1.9,-1.9,2.76e+01 g/l,1.48,-3.6
DB02497,,-2.8,-4.3,1.96e+01 g/l,1.51,9.38
DB02498,,-1.8,-10,1.83e+00 g/l,1.86,4.93
DB02499,,-3.8,-3.7,1.17e+01 g/l,1.82,10.05
DB02500,,-1,-1.8,8.62e+00 g/l,10,-2.6
DB02501,,-1.5,-3,4.10e-01 g/l,3.23,12.16
DB02503,,1.09,1.99,2.08e-01 g/l,3.66,-5.4
DB02504,,2.07,1.58,3.38e-02 g/l,1.81,-2.2
DB02505,,6.7,6.42,4.26e-04 g/l,12.62,6.77
DB02506,,1.32,2.02,4.20e-03 g/l,4.1,10.59
DB02509,4602-84-0,4.84,4.16,5.87e-02 g/l,16.33,-2.2
DB02511,,0.7,-0.2,7.14e-03 g/l,1.69,8.84
DB02512,,-1.6,-3.5,1.36e+01 g/l,1.01,-3.5
DB02513,89-83-8,3.16,3.43,6.43e-01 g/l,10.59,-5.2
DB02515,17989-41-2,-1.8,-2,3.06e+01 g/l,1.51,-3
DB02516,,-1.5,-9.6,3.51e+00 g/l,0.83,4.89
DB02517,6893-26-1,-3.5,-3.2,8.06e+01 g/l,1.88,9.54
DB02518,97-69-8,-0.53,-0.76,4.36e+01 g/l,3.89,-1.5
DB02519,244021-67-8,0.73,-0.41,6.39e-02 g/l,-2.1,-2.8
DB02521,479-05-0,1.33,1.02,2.40e+00 g/l,4.78,-5.6
DB02522,,-1.9,-1.3,1.88e+01 g/l,1.64,-10
DB02523,,0.43,-2.7,1.96e+00 g/l,12.44,4.5
DB02524,,0.5,-7.6,2.15e+00 g/l,-0.5,4.93
DB02525,,-2.5,-3.3,6.73e+01 g/l,12.42,5.37
DB02526,,1.14,2.72,4.88e-03 g/l,9.14,10.6
DB02527,60-92-4,-2.3,-3.4,3.58e+00 g/l,1.83,3.94
DB02528,,-1.1,-2,5.13e+00 g/l,8.34,7.44
DB02530,56-12-2,-3,-2.9,3.65e+02 g/l,4.53,10.22
DB02532,,-0.27,0.21,5.51e+00 g/l,18.65,7.43
DB02534,1745-81-9,2.4,2.77,3.06e+00 g/l,9.33,-6
DB02535,,-0.51,-1.6,1.15e+00 g/l,10.07,9.33
DB02536,453-17-8,-1.6,-1.7,8.14e+02 g/l,12.8,-3
DB02537,,-0.37,-0.67,3.42e-02 g/l,1.69,8.84
DB02538,,2.01,0.84,3.71e-02 g/l,12.02,5.39
DB02541,,-2.5,-0.74,2.41e+01 g/l,15.97,9.9
DB02542,,-2.4,-2.1,6.20e+01 g/l,2.52,9.52
DB02546,149647-78-9,1.88,2,7.16e-02 g/l,8.91,-3.5
DB02547,,-1.5,-3.7,6.96e+00 g/l,1.73,-2.7
DB02548,20479-58-7,-2.3,-3.9,2.66e+01 g/l,1.49,-3
DB02550,,3.86,3.36,2.00e-02 g/l,17.67,0.99
DB02551,,2.53,3.08,5.38e-03 g/l,12.15,11.23
DB02554,,-1.2,-5.3,2.45e+01 g/l,-1.3,-3.7
DB02555,,4.72,3.41,6.16e-03 g/l,12.8,10.6
DB02556,673-06-3,-1.4,-1.2,4.14e+00 g/l,2.47,9.45
DB02557,36357-77-4,-0.04,0.16,8.39e-01 g/l,2.48,-3.6
DB02558,,2.94,2.81,7.12e-03 g/l,3.85,-3.9
DB02560,,-1.8,-3.4,2.58e-01 g/l,1.69,8.34
DB02561,7660-25-5,-2.5,-2.8,1.19e+03 g/l,10.29,-3.5
DB02562,79647-29-3,-1.4,-2,1.45e+00 g/l,7.69,1.82
DB02563,5060-32-2,0.07,-4.9,3.67e+00 g/l,0.83,4.95
DB02565,251456-60-7,1.64,1.68,1.71e-01 g/l,8.91,3.49
DB02566,,0.31,-0.34,2.99e+00 g/l,0.99,4.63
DB02567,,5.09,5.76,6.16e-04 g/l,12.99,1.51
DB02568,133432-71-0,0.54,0.89,1.21e-01 g/l,10.49,5.39
DB02569,,-0.2,-0.78,4.53e+00 g/l,1.77,-4.2
DB02571,09-12-6665,-2.2,-2.9,4.94e+01 g/l,2.25,9.49
DB02572,,1.5,-9.4,7.23e-02 g/l,1.2,8.78
DB02573,,-2.3,-3.1,2.42e+00 g/l,0.8,4.77
DB02574,,-0.03,-4.8,6.91e-01 g/l,12.01,8.72
DB02576,78-96-6,-2.7,-0.9,9.99e+01 g/l,15.3,9.6
DB02578,,-2.9,-4.9,1.07e+00 g/l,3.2,8.14
DB02581,,3.38,1.22,7.18e-02 g/l,3.13,11.36
DB02582,,-1.6,-1.7,7.50e-02 g/l,2.06,9.42
DB02583,175354-76-4,2.14,1.66,3.53e-01 g/l,16.08,4.3
DB02585,,-0.18,0.13,1.18e+00 g/l,14.97,11.47
DB02587,66575-29-9,1.28,1.36,1.10e+00 g/l,11.57,-3
DB02588,,1.11,1.4,2.25e-01 g/l,2.9,-3.7
DB02590,56816-60-5,-1.7,-1.2,8.48e+02 g/l,11.43,-3.2
DB02591,582-60-5,1.88,2.29,2.08e+00 g/l,12.73,6.43
DB02592,,-2.7,-3.4,4.21e+01 g/l,1.8,-3.2
DB02593,,1.36,1.56,1.27e+00 g/l,2.25,-4
DB02594,951-77-9,-1.9,-1.9,1.59e+01 g/l,13.89,-0.0012
DB02595,92953-54-3,-1.3,-7.7,5.61e+00 g/l,-1.9,8.56
DB02596,7292-42-4,-1.1,-6.2,4.29e+00 g/l,0.97,4.93
DB02597,,3.23,3.01,1.04e-02 g/l,3.83,-3.4
DB02598,,2.56,1.35,1.53e-01 g/l,2.54,-1.4
DB02599,,1.34,1.31,4.35e-01 g/l,11.4,5.87
DB02600,187227-45-8,-1.3,-1.8,3.15e+00 g/l,4.19,9.33
DB02601,37784-25-1,-2.4,-1.8,7.44e+00 g/l,1.74,8.57
DB02602,,1.17,1.29,2.06e-01 g/l,8.18,-4.8
DB02603,,2.55,2.36,2.88e-01 g/l,9.23,5.45
DB02604,,-2.1,-2.2,3.34e+01 g/l,1.22,-3.3
DB02606,78-92-2,0.66,0.78,1.95e+02 g/l,17.69,-1.6
DB02607,,-2.6,-6.1,2.97e+00 g/l,1.64,4.99
DB02608,4423-58-9,0.13,-0.4,2.97e+00 g/l,12.56,-1.7
DB02609,,-2.4,-3.9,2.27e+01 g/l,1.31,8.93
DB02610,,2.66,2.09,1.42e-02 g/l,9.95,-1.3
DB02611,,1.37,1.03,1.04e-01 g/l,8.17,9.67
DB02614,,0.02,0.88,4.91e-01 g/l,4.04,-0.97
DB02615,,5.69,5.03,1.78e-03 g/l,9.55,9
DB02616,,3.23,3.03,5.78e-02 g/l,12.4,7.93
DB02617,,4.99,4.96,4.72e-03 g/l,13.42,6.77
DB02619,3344-77-2,5.28,4.47,6.23e-04 g/l,16.84,-2
DB02620,,0.88,-0.83,4.50e-02 g/l,3.6,0.14
DB02621,76343-93-6,3,4.31,2.04e-02 g/l,11.36,-4.4
DB02622,,0.36,1.48,9.22e-01 g/l,2.11,-6.9
DB02623,,-1.6,-3.7,4.17e+00 g/l,-0.27,2.81
DB02625,,0.38,0.73,1.64e+01 g/l,4.4,-5.7
DB02626,,-0.26,-5,5.63e-01 g/l,7.93,-5.7
DB02627,,1.6,2.92,4.18e-02 g/l,8.44,-5.4
DB02628,,2.26,2.45,3.62e-02 g/l,12.54,8.6
DB02629,,2.72,3.15,2.82e-02 g/l,11.6,-3.1
DB02630,64913-51-5,-2.1,-3.2,2.85e+01 g/l,1.49,-3
DB02632,3150-24-1,-0.63,-0.66,1.44e+01 g/l,12.2,-3
DB02633,84166-13-2,0.93,-1.1,1.68e-02 g/l,-5.6,0.78
DB02635,,-0.15,-2.8,6.91e-01 g/l,1.19,10.25
DB02636,,2.53,2.71,7.47e-02 g/l,3.32,-4.5
DB02637,,-0.53,-0.042,5.42e+01 g/l,2.41,-9.9
DB02638,14636-12-5,-1.6,-10,1.67e-01 g/l,9.43,10.26
DB02639,17833-43-1,-0.34,-0.49,5.11e+00 g/l,12.2,-3
DB02640,23110-15-8,4.61,4.05,3.30e-03 g/l,4.88,-3.7
DB02641,628-62-6,1.81,1.45,3.79e+00 g/l,17.12,-0.58
DB02644,,-0.25,-2.1,6.25e+00 g/l,2.29,12.26
DB02645,,-1.9,-2.4,4.21e+02 g/l,12.21,-3
DB02646,925-91-7,0.5,0.32,4.33e+01 g/l,17.84,-1.6
DB02647,,2.59,2.37,1.66e-01 g/l,11.65,2.55
DB02648,461-06-3,-2.8,-4.9,6.58e+00 g/l,4.2,-3.6
DB02649,2345-56-4,-1.6,-1.1,2.29e+02 g/l,3.66,-5.9
DB02651,,3.64,5.12,2.02e-02 g/l,-0.0069,0.47
DB02652,,0.08,0.56,1.32e+00 g/l,3.8,-4.9
DB02654,52301-43-6,-1,-5.1,4.66e+00 g/l,1.85,4.89
DB02655,1783-96-6,-3.5,-3.5,1.42e+02 g/l,1.7,9.61
DB02656,154447-36-6,3.46,3.41,1.27e-01 g/l,15.95,3.47
DB02657,3616-42-0,-2.6,-4.2,3.48e+01 g/l,1.22,8.23
DB02658,,0.38,0.17,1.48e+00 g/l,12.53,-3
DB02659,81-25-4,2.26,2.48,7.38e-02 g/l,4.48,-0.16
DB02660,141184-34-1,3.22,2.39,1.92e-02 g/l,13.29,1.5
DB02661,,-0.82,-5,2.91e+00 g/l,1.77,4.99
DB02662,,1.58,2.41,1.66e-01 g/l,1.47,-6.9
DB02663,51276-47-2,-2.5,-3.8,4.63e+01 g/l,1.86,9.53
DB02666,,-2.2,-3.7,1.00e+01 g/l,1.22,-2.8
DB02667,15713-12-9,0.38,-16,1.72e-03 g/l,-0.45,5.82
DB02668,186538-00-1,3.64,4.23,2.05e-03 g/l,9.28,-0.97
DB02669,,2.96,2.64,1.05e-02 g/l,3.83,-4
DB02670,,-2.6,-2.2,1.02e+03 g/l,11.33,-2.9
DB02673,,1.37,0.76,9.86e-05 g/l,14.81,-2.9
DB02674,,-0.23,-0.13,2.22e+00 g/l,4.33,-1.9
DB02675,,-2.5,-5.8,3.17e+01 g/l,1.38,8.83
DB02676,,-2.1,-4.7,1.42e+01 g/l,13.86,9.28
DB02677,,-1.4,-2.9,3.74e-02 g/l,1.89,8.34
DB02678,14196-86-2,-2.7,-3,5.51e+02 g/l,11.73,8.23
DB02683,,3.8,3.31,9.22e-03 g/l,3.33,5.86
DB02684,,-1.3,-3.8,2.52e+00 g/l,2.7,6.47
DB02685,,-1.3,-0.67,1.99e+00 g/l,2.58,9.45
DB02686,,1.02,0.38,3.84e+00 g/l,11.94,-3
DB02688,1948-56-7,-0.13,-2.9,2.33e+02 g/l,2.58,8.64
DB02689,,-3,-4.2,2.87e+01 g/l,1.64,9.14
DB02690,90417-38-2,0.48,0.47,1.04e+00 g/l,7.65,1.72
DB02691,475-31-0,2.07,1.38,2.14e-02 g/l,3.77,-0.14
DB02693,,-0.44,-0.59,7.05e+01 g/l,13.48,-3.3
DB02694,,-1.8,-5.4,2.93e+00 g/l,0.76,4.99
DB02695,,-0.43,-0.52,1.12e+02 g/l,12.21,-3
DB02696,40248-31-5,-0.58,-3.1,6.51e+00 g/l,1.87,10.32
DB02697,,-0.85,-0.98,1.79e+02 g/l,8.93,7.94
DB02698,,4.04,5.01,8.17e-03 g/l,3.95,-9.5
DB02699,62702-55-0,5.31,4.03,1.21e-02 g/l,16.44,-2.2
DB02700,,-2.3,-2.3,8.49e+02 g/l,11.84,8.74
DB02702,183854-11-7,4.43,6.56,1.90e-03 g/l,9.15,0.2
DB02703,03-06-6990,4.97,4.42,5.21e-03 g/l,4.46,-0.2
DB02704,,3.31,4.69,6.21e-03 g/l,12.5,-0.75
DB02705,,2.68,3.53,3.61e-03 g/l,12.05,11.21
DB02706,,2.26,3.43,2.20e-02 g/l,2.07,-1.1
DB02709,501-36-0,2.57,3.4,6.88e-02 g/l,8.49,-6.2
DB02710,127658-43-9,0.33,0.09,5.76e+00 g/l,2.98,-2
DB02711,,-1.4,-3.9,3.41e+00 g/l,1.81,-3
DB02712,68367-52-2,0.59,0.44,2.63e+00 g/l,8.67,-4.9
DB02713,543-24-8,-0.89,-1.3,5.13e+01 g/l,3.77,-1.6
DB02714,84-53-7,-1.8,-2.2,1.29e+01 g/l,0.87,-2.4
DB02715,31112-66-0,5.69,5.03,1.78e-03 g/l,9.55,9
DB02716,,-0.93,-8.1,8.02e+00 g/l,1,0.22
DB02717,38819-01-1,-2.7,-8.2,3.50e+02 g/l,11.19,-3.7
DB02719,361440-32-6,-2.8,-3.7,3.43e+02 g/l,9.14,-3
DB02720,58825-13-1,-3,-3.7,3.86e+02 g/l,12.52,-3
DB02721,3469-69-0,0.94,1.21,1.18e+01 g/l,13.51,1.45
DB02722,,-2.2,-2,3.34e+02 g/l,3.34,-3.7
DB02723,,-0.02,-1.1,1.06e+00 g/l,13.15,7.29
DB02725,,-2.3,-2.6,4.00e+00 g/l,2.63,9.74
DB02727,140215-98-1,0.25,0.37,6.65e+00 g/l,14.82,10.25
DB02728,,2.34,1.8,8.06e-01 g/l,7.67,-7
DB02729,183854-21-9,5.59,7.82,5.38e-03 g/l,9.72,2.82
DB02730,,-2,-1.6,2.69e+02 g/l,11.32,-3
DB02732,,-0.83,-10,1.70e+00 g/l,1.85,4.93
DB02733,,3.62,2.57,6.62e-02 g/l,3.54,4.46
DB02734,,-1.7,-1.9,2.08e+02 g/l,3.27,-3.5
DB02735,,-2.2,-3,2.40e+01 g/l,-2.2,8.03
DB02736,60-35-5,-1.1,-1,3.69e+02 g/l,16.75,-1.3
DB02738,,0.44,-8.2,5.58e+00 g/l,0.42,5
DB02741,,6.38,6.71,4.81e-05 g/l,3.99,-7.5
DB02742,109944-15-2,-2.5,-3.7,1.90e+02 g/l,9.94,-2.8
DB02743,,-3,-4.7,5.86e+02 g/l,11.25,-3
DB02744,,0.43,0.074,7.43e-02 g/l,7.55,12.74
DB02745,58-96-8,-1.8,-2.4,1.35e+02 g/l,9.7,-3
DB02747,,1.14,0.27,4.83e-03 g/l,7.46,10.87
DB02750,,-2.4,-3.4,2.02e+01 g/l,1.76,9.21
DB02751,352-97-6,-1.6,-3.2,1.87e+01 g/l,3.25,11.78
DB02753,40093-99-0,-1.2,-2.2,3.96e+01 g/l,12.45,3.04
DB02754,,2.96,2.5,5.44e-02 g/l,18.6,5.07
DB02755,,-2.4,-6.6,5.08e+01 g/l,1.22,-3.7
DB02757,288-13-1,0.03,0.28,4.84e+02 g/l,14.63,2.17
DB02759,53643-12-2,-0.81,-2.8,5.55e+00 g/l,11.75,-1.6
DB02760,,-1.7,-4,1.62e+01 g/l,1.19,-3.5
DB02761,5652-32-4,-2,-2.4,1.43e+01 g/l,2.04,8.9
DB02762,,0.65,1.42,5.52e-01 g/l,1.72,-1.7
DB02765,14047-28-0,-0.29,-0.58,5.45e+00 g/l,15.17,5.12
DB02766,,4.4,4.38,6.80e-03 g/l,2.04,-0.16
DB02767,28715-21-1,4.69,4.14,2.99e-02 g/l,4.67,-2.8
DB02770,,-3,-4.6,3.26e+00 g/l,0.24,4.44
DB02772,57-50-1,-2.6,-4.5,8.24e+02 g/l,11.84,-3
DB02773,,3.21,2.94,2.27e-01 g/l,3.69,-4.9
DB02774,504-63-2,-1.2,-1.1,8.59e+02 g/l,15.6,-2.4
DB02777,,3.4,4.56,9.31e-05 g/l,1.86,-6.7
DB02778,,-1.5,-2.8,1.60e+01 g/l,0.93,-3.6
DB02780,,-2.4,-2.7,1.35e+01 g/l,4.06,10.63
DB02781,,1.77,1.61,4.17e-02 g/l,8.83,-4.3
DB02783,,-2.1,-3.7,1.91e+00 g/l,1.71,4.99
DB02784,,-0.25,-1.3,5.45e-02 g/l,2.79,-2.4
DB02785,,2.61,2.16,1.04e-01 g/l,14.14,6.42
DB02786,,-1.2,-1.8,1.09e+02 g/l,3.39,-3.3
DB02787,,-2.2,-3.8,1.48e+02 g/l,12.78,7.75
DB02788,,-0.66,-0.14,4.73e+02 g/l,13.72,-3.4
DB02789,145-13-1,4.06,3.58,1.36e-02 g/l,18.2,-1.4
DB02790,,0.1,-0.92,5.51e+00 g/l,1.63,-3.7
DB02792,,1.62,-2.9,1.55e-01 g/l,2.99,9.3
DB02793,22642-82-6,0.64,-0.13,1.39e+01 g/l,3.39,-3.6
DB02794,,-1.1,-4.5,9.05e-02 g/l,1.21,8.14
DB02795,100-09-4,1.63,1.47,2.00e+00 g/l,4.37,-4.8
DB02796,89458-19-5,-1.2,-1.9,1.06e+01 g/l,12.28,-0.3
DB02797,13331-27-6,0.52,1.59,1.40e+00 g/l,8.49,-5.5
DB02798,,-2.9,-5.3,3.16e+00 g/l,1.41,4.99
DB02799,,1.99,0.74,9.84e-02 g/l,13.66,4.16
DB02800,,-1.6,-2.1,1.92e-01 g/l,2.68,3.52
DB02801,227002-11-1,-1.7,-1.6,3.03e+02 g/l,3.49,-3.2
DB02802,,-1.3,-1.8,8.34e+00 g/l,12.1,-0.8
DB02803,,0.74,0.86,2.71e+01 g/l,14.2,-2.9
DB02804,,3.99,4.7,1.76e-02 g/l,9.63,2.9
DB02805,,-1.8,-2.5,1.29e+01 g/l,0.87,-3
DB02806,109-86-4,-0.78,-0.57,8.12e+02 g/l,15.12,-2.7
DB02807,,-2.5,-2.7,2.55e+02 g/l,3.57,-3
DB02809,,0.94,0.82,8.03e-03 g/l,3.05,7.16
DB02810,26239-55-4,-1.6,-3.9,4.91e+01 g/l,2.31,5.96
DB02812,,-0.01,-1.1,1.44e-01 g/l,12.27,11.05
DB02813,19026-22-3,-2,-3,2.33e+02 g/l,11.6,-1.3
DB02814,,-1.1,-5.7,1.38e-01 g/l,1.78,9.07
DB02816,,-0.1,-0.8,1.99e+00 g/l,3.88,0.16
DB02817,,1.12,1.24,1.24e+01 g/l,14.88,-2.9
DB02818,,-1.2,-3,6.50e+00 g/l,0.99,8.64
DB02819,,-0.58,-1.9,1.82e+00 g/l,1.22,5.66
DB02820,,1.49,-3.6,3.49e-01 g/l,1.86,7.56
DB02821,496-93-5,-3.2,-3.7,3.08e+02 g/l,2.24,9.46
DB02822,873-75-6,2.01,1.97,3.01e+00 g/l,14.98,-2.8
DB02824,,-2.3,-4.9,1.97e+00 g/l,0.99,9.79
DB02827,,0.81,2.29,2.26e-02 g/l,1.88,-0.33
DB02828,76385-49-4,-0.31,0.005,3.69e+01 g/l,4.08,-8
DB02829,,-1.2,-3.1,2.29e-01 g/l,4.02,7.98
DB02830,,1.96,1.72,6.16e-02 g/l,13.08,3.53
DB02833,,3.15,2.78,1.59e-02 g/l,12.01,4.07
DB02834,,3.06,2.88,3.67e-03 g/l,3.39,0.54
DB02835,10139-18-1,-1.6,-3.2,1.60e+01 g/l,0.89,-3.6
DB02836,,-0.42,-2.7,6.92e+00 g/l,-0.2,2
DB02837,30591-62-9,-2.1,-4.7,1.07e+02 g/l,-2,-3
DB02838,,0.38,0.53,2.36e+01 g/l,3.93,1.72
DB02839,89-86-1,1.23,1.67,1.24e+01 g/l,3.1,-5.8
DB02840,,3.06,3.51,1.60e-01 g/l,3.47,0.28
DB02841,,1.45,2.21,8.15e-02 g/l,14.35,-1.3
DB02842,,2.37,1.83,7.76e-02 g/l,14.74,9.33
DB02843,59-56-3,-2,-3.1,3.23e+01 g/l,1.16,-3
DB02844,76426-40-9,-0.09,-1,6.74e-01 g/l,12.47,10.3
DB02846,2756-91-4,-2.5,-2.7,8.40e+01 g/l,2.59,7.7
DB02847,,-0.93,-1.2,5.85e+02 g/l,13.61,9.27
DB02848,,4.37,3.86,3.12e-03 g/l,13.63,4.61
DB02849,,-2,-4.2,2.09e+00 g/l,0.97,9.55
DB02850,,3.62,4.19,7.00e-03 g/l,3.93,1.42
DB02852,14277-97-5,-0.23,-1.8,7.59e-01 g/l,1.68,11.59
DB02853,344-25-2,-2.7,-2.6,3.65e+02 g/l,1.94,11.33
DB02854,53-42-9,3.71,3.77,6.34e-03 g/l,18.3,-1.4
DB02855,134448-10-5,0.09,-0.29,8.23e+00 g/l,3.86,-2.3
DB02857,118-00-3,-2.1,-2.7,1.53e+01 g/l,10.16,1.79
DB02858,,1.93,2.62,1.40e-02 g/l,6.11,-5.4
DB02859,122547-72-2,3.67,4.49,9.16e-03 g/l,10.6,-3.4
DB02860,101932-71-2,3.65,1.77,2.49e-01 g/l,1.15,8.22
DB02861,,2.24,1.81,1.18e-02 g/l,9.95,-1.3
DB02862,,0.01,-0.43,9.89e+00 g/l,12.32,4.53
DB02864,,3.92,2.8,1.47e-02 g/l,3.6,6.08
DB02865,,-2.6,-4.2,3.86e+01 g/l,0.93,8.53
DB02866,,1.92,1.68,2.12e-01 g/l,9.97,4.63
DB02867,,-2,-3.1,3.23e+01 g/l,1.16,-3
DB02868,165659-77-8,5.05,5.72,9.34e-03 g/l,14.41,8.97
DB02869,,2.26,3.06,2.52e-03 g/l,19.34,8.89
DB02872,,5.06,5.52,5.47e-03 g/l,15.59,6.77
DB02873,,3.93,5.09,5.92e-03 g/l,15.38,8.86
DB02875,,0.47,1.64,4.02e-02 g/l,8.4,10.58
DB02876,,0.5,-2.8,4.09e-02 g/l,0.47,11.66
DB02878,,-4,-5.6,3.23e+00 g/l,3.92,10.51
DB02879,,-2.5,-6.8,1.03e+01 g/l,-2.6,-3
DB02880,163669-81-6,4.56,4.45,1.06e-02 g/l,7.93,-1.7
DB02881,,5.43,6.04,5.73e-03 g/l,9.46,-5.7
DB02883,,-1.7,-2,1.12e+01 g/l,1.34,0.011
DB02884,27527-05-5,-0.51,-0.72,2.52e+00 g/l,2.73,9.52
DB02887,26194-89-8,0.39,-1.2,5.45e+00 g/l,0.9,-4.2
DB02889,,-2.7,-5.8,1.59e+02 g/l,11.26,7.03
DB02892,,-2.9,-1.9,2.20e+01 g/l,2.16,9.53
DB02893,348-67-4,-1.8,-2.2,2.39e+01 g/l,2.53,9.5
DB02894,,-0.51,-0.62,1.01e+01 g/l,11.09,-4
DB02895,,2.02,0.21,5.26e+00 g/l,8.36,-6.6
DB02896,342-69-8,-0.4,-0.63,8.21e+00 g/l,12.45,4.5
DB02897,,-0.92,-0.88,1.78e+01 g/l,1.24,-7.4
DB02900,40436-60-0,-2.1,-3.1,3.14e+01 g/l,1.22,-3.6
DB02901,521-18-6,3.37,3.41,9.98e-03 g/l,19.38,-0.88
DB02902,482-67-7,-0.65,-7.1,5.05e+00 g/l,-2.1,4.94
DB02904,,-3.4,-3.9,4.65e+02 g/l,3.75,9.95
DB02906,,0.76,0.88,3.99e+01 g/l,12.55,-3.7
DB02907,,-1.5,-2.4,1.88e+01 g/l,1.4,5.25
DB02909,,3.5,2.86,6.40e-02 g/l,3.13,-4.7
DB02910,,0.45,-4.1,3.47e+00 g/l,0.83,4.95
DB02911,,0.56,0.82,3.11e-01 g/l,19.3,6.98
DB02912,317-66-8,-0.31,-6.3,4.27e+00 g/l,0.83,4.95
DB02915,,4.62,3.99,2.24e-03 g/l,13.07,2.65
DB02916,,-1.3,-2.6,5.93e+00 g/l,11.3,4.99
DB02917,,1.81,2.29,1.94e-02 g/l,9.82,3.07
DB02918,101975-10-4,2.33,1.97,9.93e-02 g/l,10.34,-1.7
DB02919,,2.16,1.51,3.51e-01 g/l,16.08,4.3
DB02920,,4.01,7.64,5.19e-01 g/l,3.62,-6.4
DB02921,,-0.83,-1.6,3.87e+01 g/l,10.3,-2.6
DB02922,,1.85,1.26,6.69e-01 g/l,4.99,-7
DB02923,1133-63-7,2.46,3.01,5.52e-01 g/l,9.15,-6.3
